text,canonical_form_1,canonical_form_2,canonical_form_3,category_1,category_2,category_3,severity_rating,severity_description,target,cleaned_text
fucking,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fucking
fucking A,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.4,Strong,sexual anatomy / sexual acts_Strong,fucking
fucking asshole,fuck,ass,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,fucking asshole
fucking bastard,fuck,bastard,,sexual anatomy / sexual acts,other / general insult,none,2.4,Strong,sexual anatomy / sexual acts_Strong,fucking bastard
fucking hell,fuck,hell,,sexual anatomy / sexual acts,religious offense,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fucking hell
fucking me,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fucking
fucking retard,fuck,retard,,sexual anatomy / sexual acts,mental disability,none,3.0,Severe,sexual anatomy / sexual acts_Severe,fucking retard
fucking shit,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong,sexual anatomy / sexual acts_Strong,fucking shit
fuckk,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fuckk
fuckless,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuckless
fuckmachine,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuckmachine
fucknuckle,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,fucknuckle
fucks,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuck
fuckshit,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong,sexual anatomy / sexual acts_Strong,fuckshit
fuckshitface,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong,sexual anatomy / sexual acts_Strong,fuckshitface
fuckshithead,fuck,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.8,Severe,sexual anatomy / sexual acts_Severe,fuckshithead
fuckstar,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fuckstar
fuckster,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fuckster
fuckstick,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fuckstick
fucktard,fuck,retard,,sexual anatomy / sexual acts,mental disability,none,2.8,Severe,sexual anatomy / sexual acts_Severe,fucktard
fucktards,fuck,retard,,sexual anatomy / sexual acts,mental disability,none,2.6,Severe,sexual anatomy / sexual acts_Severe,fucktards
fuckup,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuckup
fuckwad,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fuckwad
fuckwhore,fuck,whore,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,fuckwhore
fucs,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,fucs
fucx,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fucx
fudgefucker,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,3.0,Severe,sexual anatomy / sexual acts_Severe,fudgefucker
fudgepacker,fudge packer,,,sexual orientation / gender,none,none,2.4,Strong,sexual orientation / gender_Strong,fudgepacker
fudgepackers,fudge packer,,,sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fudgepackers
fudgepackershitter,fudge packer,shit,,sexual anatomy / sexual acts,bodily fluids / excrement,none,3.0,Severe,sexual anatomy / sexual acts_Severe,fudgepackershitter
fudgepacking fucker,fudge packer,fuck,,sexual anatomy / sexual acts,sexual orientation / gender,bodily fluids / excrement,3.0,Severe,sexual anatomy / sexual acts_Severe,fudgepacking fucker
fugged,fuck,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,fugged
fugger,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fugger
fuggerz,fuck,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,fuggerz
fuggings,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuggings
fugly,fuck,,,physical attributes,none,none,1.4,Mild,physical attributes_Mild,fugly
fuk,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuk
fuk1n,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukn
fuk1ng,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fukng
fukcs,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukcs
fuker,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fuker
fukheads,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukheads
fukin,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fukin
fuking,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuking
fukk,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukk
fukka,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fukka
fukked,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukked
fukker,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukker
fukkers,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukkers
fukking,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukking
fukkings,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fukkings
fukkuh,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fukkuh
fuks,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fuks
fuku,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.6,Severe,sexual anatomy / sexual acts_Severe,fuku
fukwhore,fuck,whore,,sexual anatomy / sexual acts,none,none,2.8,Severe,sexual anatomy / sexual acts_Severe,fukwhore
fukwit,fuck,,,sexual anatomy / sexual acts,mental disability,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fukwit
full of shit,shit,,,bodily fluids / excrement,none,none,1.0,Mild,bodily fluids / excrement_Mild,full shit
funbags,funbags,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,funbags
fuq,fuck,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,fuq
futhamucka,motherfucker,,,sexual anatomy / sexual acts,none,none,2.6,Severe,sexual anatomy / sexual acts_Severe,futhamucka
fux,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fux
fux0r,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fuxr
fvck,fuck,,,sexual anatomy / sexual acts,other / general insult,none,1.8,Strong,sexual anatomy / sexual acts_Strong,fvck
fvck you,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fvck
fvcka,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fvcka
fvckbunny,fuck,,,sexual anatomy / sexual acts,animal references,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fvckbunny
fvcker,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,fvcker
fvckers,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fvckers
fvckin,fuck,,,sexual anatomy / sexual acts,none,none,1.8,Strong,sexual anatomy / sexual acts_Strong,fvckin
fvcking,fuck,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fvcking
fvckker bunny,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fvckker bunny
fvckwhi,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fvckwhi
fxck,fuck,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,fxck
fxcked,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.0,Strong,sexual anatomy / sexual acts_Strong,fxcked
fxcker,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fxcker
fxcking,fuck,,,sexual anatomy / sexual acts,none,none,2.2,Strong,sexual anatomy / sexual acts_Strong,fxcking
g@y b1tch,bitch,gay,,sexual orientation / gender,none,none,2.6,Severe,sexual orientation / gender_Severe,gy btch
g@ylord,gay,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,gylord
g@yshit,shit,gay,,sexual orientation / gender,none,none,2.6,Severe,sexual orientation / gender_Severe,gyshit
g0ddamn,damn,,,religious offense,none,none,1.2,Mild,religious offense_Mild,gddamn
g0ddamned,damn,,,religious offense,none,none,1.6,Strong,religious offense_Strong,gddamned
g0ddamnit,damn,,,religious offense,none,none,1.0,Mild,religious offense_Mild,gddamnit
gash-stabber,gash-stabber,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,gashstabber
gay ass,gay,ass,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.6,Severe,sexual anatomy / sexual acts_Severe,gay as
gay bitch,gay,bitch,,sexual orientation / gender,none,none,2.6,Severe,sexual orientation / gender_Severe,gay bitch
gay fuck,fuck,gay,,sexual orientation / gender,other / general insult,none,2.6,Severe,sexual orientation / gender_Severe,gay fuck
gay fucker,fuck,gay,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,gay fucker
gay shit,gay,shit,,bodily fluids / excrement,sexual orientation / gender,none,1.8,Strong,bodily fluids / excrement_Strong,gay shit
gay wad,gay,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,gay wad
gayest,gay,,,sexual orientation / gender,none,none,1.0,Mild,sexual orientation / gender_Mild,gayest
gaylord,gay,,,sexual orientation / gender,none,none,1.6,Strong,sexual orientation / gender_Strong,gaylord
gaylords,gay,,,sexual orientation / gender,none,none,2.2,Strong,sexual orientation / gender_Strong,gaylords
gayness,gay,,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,gayness
gaysian,gay,,,sexual orientation / gender,none,none,2.6,Severe,sexual orientation / gender_Severe,gaysian
gaytard,gay,retard,,sexual orientation / gender,mental disability,none,2.8,Severe,sexual orientation / gender_Severe,gaytard
geebag,garbage bag,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,geebag
get fucked,fuck,,,sexual anatomy / sexual acts,none,none,2.4,Strong,sexual anatomy / sexual acts_Strong,get fucked
gin jockey,gin jockey,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,gin jockey
girlieboy,girlyboy,,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,girlieboy
girly bits,girly bits,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,girly bit
girlyboy,girlyboy,,,sexual orientation / gender,none,none,1.4,Mild,sexual orientation / gender_Mild,girlyboy
go fuck yourself,fuck,,,sexual anatomy / sexual acts,other / general insult,none,2.6,Severe,sexual anatomy / sexual acts_Severe,go fuck
go to hell,hell,,,other / general insult,religious offense,none,1.0,Mild,other / general insult_Mild,go hell
gobshite,shit,,,bodily fluids / excrement,none,none,1.8,Strong,bodily fluids / excrement_Strong,gobshite
god dammit,damn,,,religious offense,none,none,1.6,Strong,religious offense_Strong,god dammit
god damn,damn,,,religious offense,none,none,1.4,Mild,religious offense_Mild,god damn
god damn it,damn,,,religious offense,none,none,1.8,Strong,religious offense_Strong,god damn
god damned,damn,,,religious offense,none,none,1.2,Mild,religious offense_Mild,god damned
god damnit,damn,,,religious offense,none,none,2.2,Strong,religious offense_Strong,god damnit
god-dam,damn,,,religious offense,none,none,1.2,Mild,religious offense_Mild,goddam
god-damned,damn,,,religious offense,none,none,1.4,Mild,religious offense_Mild,goddamned
godamnit,damn,,,religious offense,none,none,2.0,Strong,religious offense_Strong,godamnit
godd@amn,damn,,,religious offense,none,none,1.4,Mild,religious offense_Mild,goddamn
godd@mnit,damn,,,religious offense,none,none,1.4,Mild,religious offense_Mild,goddmnit
goddammit,damn,,,religious offense,none,none,1.0,Mild,religious offense_Mild,goddammit
goddamn,damn,,,religious offense,none,none,1.6,Strong,religious offense_Strong,goddamn
goddamn mothafuckers,motherfucker,damn,,sexual anatomy / sexual acts,other / general insult,none,2.8,Severe,sexual anatomy / sexual acts_Severe,goddamn mothafuckers
goddamn son of a bitch,damn,bitch,,religious offense,sexual orientation / gender,none,2.2,Strong,religious offense_Strong,goddamn son bitch
goddamn son-of-a-bitch,damn,bitch,,religious offense,sexual orientation / gender,none,1.4,Mild,religious offense_Mild,goddamn sonofabitch
goddamned,damn,,,religious offense,none,none,1.8,Strong,religious offense_Strong,goddamned
goddamnit,damn,,,religious offense,none,none,1.6,Strong,religious offense_Strong,goddamnit
gook,gook,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,gook
gowl,gowl,,,other / general insult,none,none,1.6,Strong,other / general insult_Strong,gowl
greaser,greaser,,,racial / ethnic slurs,none,none,1.0,Mild,racial / ethnic slurs_Mild,greaser
groid,groid,,,racial / ethnic slurs,none,none,2.0,Strong,racial / ethnic slurs_Strong,groid
groper,grope,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,groper
gyp,gypsy,,,racial / ethnic slurs,none,none,2.0,Strong,racial / ethnic slurs_Strong,gyp
harry palms,harry palms,,,sexual anatomy / sexual acts,none,none,1.6,Strong,sexual anatomy / sexual acts_Strong,harry palm
heeb,hebe,,,racial / ethnic slurs,none,none,2.2,Strong,racial / ethnic slurs_Strong,heeb
higg@,nigger,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,higg
higg3r,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,higgr
higga,nigger,,,racial / ethnic slurs,none,none,2.8,Severe,racial / ethnic slurs_Severe,higga
higger,nigger,,,racial / ethnic slurs,none,none,2.6,Severe,racial / ethnic slurs_Severe,higger
higgers,nigger,,,racial / ethnic slurs,none,none,3.0,Severe,racial / ethnic slurs_Severe,higgers
hoar,whore,,,sexual orientation / gender,none,none,1.8,Strong,sexual orientation / gender_Strong,hoar
hoe,hoe,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,hoe
hoe-asses,hoe,ass,,sexual orientation / gender,sexual anatomy / sexual acts,none,2.2,Strong,sexual orientation / gender_Strong,hoeasses
hoebag,hoe,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,hoebag
hoes,hoe,,,sexual orientation / gender,none,none,2.0,Strong,sexual orientation / gender_Strong,hoe
holy fuck,fuck,,,sexual anatomy / sexual acts,other / general insult,religious offense,2.0,Strong,sexual anatomy / sexual acts_Strong,holy fuck
homo,homosexual,,,sexual orientation / gender,none,none,2.2,Strong,sexual orientation / gender_Strong,homo
homo asses,homosexual,ass,,sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe,sexual anatomy / sexual acts_Severe,homo ass
homos,homosexual,,,sexual orientation / gender,none,none,2.2,Strong,sexual orientation / gender_Strong,homo
hooters,hooters,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,hooter
horse shit,shit,,,bodily fluids / excrement,animal references,none,1.2,Mild,bodily fluids / excrement_Mild,horse shit
horse's asses,ass,,,sexual anatomy / sexual acts,animal references,none,1.4,Mild,sexual anatomy / sexual acts_Mild,horse ass
horseshit,shit,,,bodily fluids / excrement,animal references,none,1.2,Mild,bodily fluids / excrement_Mild,horseshit
hustler,hustler,,,other / general insult,none,none,1.0,Mild,other / general insult_Mild,hustler
injun,injun,,,racial / ethnic slurs,none,none,2.4,Strong,racial / ethnic slurs_Strong,injun
j-offs,jerk off,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,joffs
j3rk,jerk,,,other / general insult,none,none,1.0,Mild,other / general insult_Mild,jrk
ja!lbait,jailbait,,,sexual anatomy / sexual acts,other / general insult,none,1.0,Mild,sexual anatomy / sexual acts_Mild,jalbait
ja1lbait,jailbait,,,physical attributes,none,none,1.0,Mild,physical attributes_Mild,jalbait
Jack off,jackoff,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,jack
jack-off,jack off,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,jackoff
jack-offs,jack off,,,sexual anatomy / sexual acts,none,none,1.4,Mild,sexual anatomy / sexual acts_Mild,jackoffs
jackarse,arse,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,jackarse
jackass,ass,,,animal references,other / general insult,none,1.0,Mild,animal references_Mild,jackass
jackasses,ass,,,sexual anatomy / sexual acts,none,none,1.0,Mild,sexual anatomy / sexual acts_Mild,jackass
jackasss,ass,,,animal references,none,none,1.2,Mild,animal references_Mild,jackass
jackoff,jack off,,,sexual anatomy / sexual acts,none,none,2.0,Strong,sexual anatomy / sexual acts_Strong,jackoff
jackoffs,jack off,,,sexual anatomy / sexual acts,none,none,1.2,Mild,sexual anatomy / sexual acts_Mild,jackoffs
